text,joy,sadness,anger,love,thankfulness,fear
"Strong man though he was, there is no doubt that he had behaved rather foolishly over the medicine.",0.795,0.107,0.472,0.861,0.731,0.205
"If he had a weakness, it was for thinking that all his life he had taken medicine boldly, and so now, when Michael dodged the spoon in Nana's mouth, he had said reprovingly, Be a man, Michael.",0.760,0.298,0.406,0.903,0.721,0.608
Michael cried naughtily.,0.506,0.134,0.011,0.200,0.023,0.358
"Mrs. Darling left the room to get a chocolate for him, and Mr. Darling thought this showed want of firmness.",0.451,0.614,0.681,0.354,0.945,0.073
"Mother, don't pamper him, he called after her.",0.627,0.072,0.018,0.541,0.120,0.389
"Michael, when I was your age I took medicine without a murmur.",0.549,0.962,0.719,0.441,0.962,0.478
"I said, â€˜Thank you, kind parents, for giving me bottles to make me well.'",0.422,0.940,0.455,0.266,0.430,0.621
"He really thought this was true, and Wendy, who was now in her night-gown, believed it also, and she said, to encourage Michael, That medicine you sometimes take, father, is much nastier, isn't it?",0.038,0.535,0.695,0.982,0.953,0.083
"Ever so much nastier, Mr. Darling said bravely, and I would take it now as an example to you, Michael, if I hadn't lost the bottle.",0.071,0.658,0.153,0.683,0.360,0.217
He had not exactly lost it; he had climbed in the dead of night to the top of the wardrobe and hidden it there.,0.065,0.811,0.857,0.800,0.372,0.372
"What he did not know was that the faithful Liza had found it, and put it back on his wash-stand.",0.754,0.416,0.984,0.686,0.960,0.138
"I know where it is, father, Wendy cried, always glad to be of service.",0.173,0.016,0.459,0.723,0.133,0.495
"I'll bring it, and she was off before he could stop her.",0.760,0.095,0.422,0.613,0.812,0.147
Immediately his spirits sank in the strangest way.,0.634,0.808,0.777,0.542,0.671,0.249
"John, he said, shuddering, it's most beastly stuff.",0.124,0.192,0.603,0.212,0.056,0.449
"It's that nasty, sticky, sweet kind.",0.158,0.887,0.479,0.833,0.867,0.532
"It will soon be over, father, John said cheerily, and then in rushed Wendy with the medicine in a glass.",0.336,0.626,0.640,0.640,0.257,0.353
"I have been as quick as I could, she panted.",0.084,0.417,0.520,0.545,0.037,0.496
"You have been wonderfully quick, her father retorted, with a vindictive politeness that was quite thrown away upon her.",0.208,0.500,0.956,0.418,0.478,0.185
"Michael first, he said doggedly.",0.659,0.278,0.060,0.377,0.008,0.304
"Father first, said Michael, who was of a suspicious nature.",0.342,0.310,0.825,0.535,0.560,0.505
"I shall be sick, you know, Mr. Darling said threateningly.",0.723,0.734,0.357,0.254,0.664,0.127
"Come on, father, said John.",0.510,0.444,0.733,0.205,0.003,0.373
"Hold your tongue, John, his father rapped out.",0.390,0.796,0.959,0.174,0.900,0.381
Wendy was quite puzzled.,0.733,0.668,0.706,0.133,0.836,0.171
"I thought you took it quite easily, father.",0.653,0.502,0.988,0.050,0.836,0.324
"That is not the point, he retorted.",0.691,0.572,0.168,0.889,0.057,0.267
"The point is, that there is more in my glass than in Michael's spoon.",0.747,0.802,0.062,0.971,0.522,0.434
His proud heart was nearly bursting.,0.242,0.372,0.792,0.138,0.266,0.015
And it isn't fair: I would say it though it were with my last breath; it isn't fair.,0.063,0.813,0.143,0.624,0.753,0.087
"Father, I am waiting, said Michael coldly.",0.491,0.429,0.853,0.086,0.085,0.615
It's all very well to say you are waiting; so am I waiting.,0.117,0.781,0.090,0.455,0.399,0.612
Father's a cowardly custard.,0.655,0.226,0.077,0.368,0.350,0.315
So are you a cowardly custard.,0.580,0.775,0.115,0.520,0.673,0.074
I'm not frightened.,0.537,0.467,0.410,0.853,0.830,0.435
Neither am I frightened.,0.660,0.637,0.429,0.660,0.709,0.151
"Well, then, take it.",0.124,0.683,0.493,0.196,0.079,0.174
"Well, then, you take it.",0.116,0.681,0.473,0.172,0.086,0.165
Wendy had a splendid idea.,0.965,0.641,0.248,0.645,0.049,0.153
Why not both take it at the same time?,0.201,0.380,0.767,0.668,0.987,0.012
"Certainly, said Mr. Darling.",0.956,0.373,0.301,0.202,0.588,0.176
"Are you ready, Michael?",0.751,0.557,0.030,0.272,0.643,0.261
"Wendy gave the words, one, two, three, and Michael took his medicine, but Mr. Darling slipped his behind his back.",0.757,0.793,0.826,0.610,0.200,0.474
"There was a yell of rage from Michael, and O father!",0.823,0.184,0.937,0.130,0.828,0.320
What do you mean by â€˜O father'?,0.233,0.489,0.721,0.844,0.953,0.051
Mr. Darling demanded.,0.276,0.264,0.149,0.413,0.500,0.108
"Stop that row, Michael.",0.852,0.495,0.476,0.398,0.079,0.392
"I meant to take mine, but I I missed it.",0.160,0.855,0.037,0.892,0.288,0.764
"It was dreadful the way all the three were looking at him, just as if they did not admire him.",0.038,0.240,0.979,0.353,0.993,0.015
"Look here, all of you, he said entreatingly, as soon as Nana had gone into the bathroom.",0.636,0.710,0.805,0.292,0.126,0.607
I have just thought of a splendid joke.,0.947,0.924,0.267,0.427,0.303,0.180
"I shall pour my medicine into Nana's bowl, and she will drink it, thinking it is milk!",0.554,0.771,0.483,0.972,0.162,0.378
"It was the colour of milk; but the children did not have their father's sense of humour, and they looked at him reproachfully as he poured the medicine into Nana's bowl.",0.940,0.058,0.791,0.905,0.985,0.026
"he said doubtfully, and they did not dare expose him when Mrs. Darling and Nana returned.",0.501,0.061,0.841,0.210,0.552,0.134
"Nana, good dog, he said, patting her, I have put a little milk into your bowl, Nana.",0.662,0.305,0.665,0.706,0.513,0.140
"Nana wagged her tail, ran to the medicine, and began lapping it.",0.489,0.053,0.300,0.309,0.138,0.415
"Then she gave Mr. Darling such a look, not an angry look: she showed him the great red tear that makes us so sorry for noble dogs, and crept into her kennel.",0.339,0.391,0.935,0.580,0.801,0.146
"Mr. Darling was frightfully ashamed of himself, but he would not give in.",0.237,0.427,0.995,0.309,0.889,0.159
In a horrid silence Mrs. Darling smelt the bowl.,0.597,0.202,0.185,0.126,0.459,0.706
"O George, she said, it's your medicine!",0.543,0.705,0.125,0.371,0.608,0.300
"It was only a joke, he roared, while she comforted her boys, and Wendy hugged Nana.",0.382,0.899,0.851,0.043,0.684,0.070
"Much good, he said bitterly, my wearing myself to the bone trying to be funny in this house.",0.317,0.842,0.523,0.181,0.463,0.154
And still Wendy hugged Nana.,0.577,0.784,0.006,0.125,0.051,0.289
"That's right, he shouted.",0.014,0.145,0.455,0.653,0.202,0.438
Nobody coddles me.,0.332,0.027,0.090,0.380,0.598,0.088
Oh dear no!,0.185,0.374,0.101,0.120,0.066,0.119
"I am only the breadwinner, why should I be coddled why, why, why!",0.289,0.208,0.806,0.200,0.220,0.073
"George, Mrs. Darling entreated him, not so loud; the servants will hear you.",0.332,0.745,0.241,0.221,0.714,0.340
Somehow they had got into the way of calling Liza the servants.,0.877,0.263,0.335,0.950,0.758,0.192
he answered recklessly.,0.641,0.352,0.668,0.651,0.034,0.183
Bring in the whole world.,0.043,0.997,0.390,0.220,0.038,0.746
But I refuse to allow that dog to lord it in my nursery for an hour longer.,0.825,0.911,0.933,0.865,0.699,0.070
"The children wept, and Nana ran to him beseechingly, but he waved her back.",0.353,0.162,0.561,0.264,0.363,0.257
He felt he was a strong man again.,0.717,0.578,0.687,0.643,0.683,0.164
"In vain, in vain, he cried; the proper place for you is the yard, and there you go to be tied up this instant.",0.320,0.898,0.467,0.654,0.664,0.605
"George, George, Mrs. Darling whispered, remember what I told you about that boy.",0.698,0.443,0.383,0.491,0.971,0.390
"Alas, he would not listen.",0.536,0.315,0.987,0.232,0.074,0.466
"He was determined to show who was master in that house, and when commands would not draw Nana from the kennel, he lured her out of it with honeyed words, and seizing her roughly, dragged her from the nursery.",0.407,0.227,0.239,0.916,0.855,0.277
"He was ashamed of himself, and yet he did it.",0.067,0.445,0.989,0.490,0.909,0.178
"It was all owing to his too affectionate nature, which craved for admiration.",0.984,0.483,0.972,0.636,0.890,0.242
"When he had tied her up in the back-yard, the wretched father went and sat in the passage, with his knuckles to his eyes.",0.563,0.675,0.606,0.578,0.089,0.409
In the meantime Mrs. Darling had put the children to bed in unwonted silence and lit their night-lights.,0.224,0.502,0.966,0.672,0.886,0.366
"They could hear Nana barking, and John whimpered, It is because he is chaining her up in the yard, but Wendy was wiser.",0.039,0.372,0.131,0.965,0.863,0.108
"That is not Nana's unhappy bark, she said, little guessing what was about to happen; that is her bark when she smells danger.",0.125,0.156,0.967,0.951,0.901,0.273
"Are you sure, Wendy?",0.809,0.805,0.022,0.810,0.695,0.092
Mrs. Darling quivered and went to the window.,0.519,0.583,0.248,0.040,0.602,0.776
It was securely fastened.,0.371,0.026,0.828,0.162,0.968,0.152
"She looked out, and the night was peppered with stars.",0.323,0.240,0.537,0.594,0.838,0.022
"They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones winked at her.",0.199,0.458,0.949,0.868,0.990,0.029
"Yet a nameless fear clutched at her heart and made her cry, Oh, how I wish that I wasn't going to a party to-night!",0.499,0.893,0.043,0.363,0.990,0.043
"Even Michael, already half asleep, knew that she was perturbed, and he asked, Can anything harm us, mother, after the night-lights are lit?",0.221,0.784,0.832,0.462,0.972,0.109
"Nothing, precious, she said; they are the eyes a mother leaves behind her to guard her children.",0.117,0.722,0.119,0.808,0.686,0.117
"She went from bed to bed singing enchantments over them, and little Michael flung his arms round her.",0.196,0.656,0.003,0.280,0.120,0.575
"Mother, he cried, I'm glad of you.",0.426,0.512,0.059,0.338,0.091,0.338
They were the last words she was to hear from him for a long time.,0.138,0.053,0.620,0.610,0.976,0.037
"No. 27 was only a few yards distant, but there had been a slight fall of snow, and Father and Mother Darling picked their way over it deftly not to soil their shoes.",0.753,0.398,0.945,0.638,0.874,0.218
"They were already the only persons in the street, and all the stars were watching them.",0.053,0.510,0.669,0.407,0.971,0.116
"Stars are beautiful, but they may not take an active part in anything, they must just look on for ever.",0.064,0.831,0.080,0.325,0.956,0.074
It is a punishment put on them for something they did so long ago that no star now knows what it was.,0.151,0.028,0.642,0.791,0.982,0.028
"So the older ones have become glassy-eyed and seldom speak (winking is the star language), but the little ones still wonder.",0.619,0.629,0.193,0.806,0.038,0.274
"They are not really friendly to Peter, who had a mischievous way of stealing up behind them and trying to blow them out; but they are so fond of fun that they were on his side to-night, and anxious to get the grown-ups out of the way.",0.270,0.638,0.708,0.682,0.926,0.056
"So as soon as the door of 27 closed on Mr. and Mrs. Darling there was a commotion in the firmament, and the smallest of all the stars in the Milky Way screamed out:",0.595,0.586,0.893,0.958,0.957,0.287
For a moment after Mr. and Mrs. Darling left the house the night-lights by the beds of the three children continued to burn clearly.,0.527,0.192,0.980,0.414,0.614,0.051
"They were awfully nice little night-lights, and one cannot help wishing that they could have kept awake to see Peter; but Wendy's light blinked and gave such a yawn that the other two yawned also, and before they could close their mouths all the three went out.",0.670,0.267,0.619,0.771,0.874,0.266
"There was another light in the room now, a thousand times brighter than the night-lights, and in the time we have taken to say this, it had been in all the drawers in the nursery, looking for Peter's shadow, rummaged the wardrobe and turned every pocket inside out.",0.166,0.467,0.979,0.918,0.320,0.419
