text,joy,sadness,anger,fear
"She hurried to the door, and met her husband; a man whose face was careworn and depressed, though he was young.",0.519,0.356,0.921,0.131
"There was a remarkable expression in it now; a kind of serious delight of which he felt ashamed, and which he struggled to repress.",0.168,0.840,0.721,0.105
"He sat down to the dinner that had been hoarding for him by the fire, and, when she asked him faintly what news (which was not until after a long silence), he appeared embarrassed how to answer.",0.524,0.294,0.933,0.098
"""Is it good,"" she said, ""or bad?"" to help him.",0.042,0.881,0.134,0.323
"There is hope yet, Caroline.""",0.530,0.286,0.011,0.276
"Nothing is past hope, if such a miracle has happened.""",0.054,0.765,0.125,0.016
"""He is past relenting,"" said her husband.",0.269,0.390,0.047,0.056
"She was a mild and patient creature, if her face spoke truth; but she was thankful in her soul to hear it, and she said so with clasped hands.",0.348,0.241,0.983,0.045
"She prayed forgiveness the next moment, and was sorry; but the first was the emotion of her heart.",0.287,0.538,0.443,0.064
"""What the half-drunken woman, whom I told you of last night, said to me when I tried to see him and obtain a week's delay, and what I thought was a mere excuse to avoid me, turns out to have been quite true.",0.723,0.570,0.921,0.179
"He was not only very ill, but dying, then.""",0.511,0.378,0.755,0.095
"But, before that time, we shall be ready with the money; and, even though we were not, it would be bad fortune indeed to find so merciless a creditor in his successor.",0.477,0.897,0.825,0.156
"We may sleep to-night with light hearts, Caroline!""",0.937,0.570,0.076,0.355
"Soften it as they would, their hearts were lighter.",0.166,0.749,0.786,0.035
"The children's faces, hushed and clustered round to hear what they so little understood, were brighter; and it was a happier house for this man's death!",0.486,0.467,0.963,0.066
"The only emotion that the Ghost could show him, caused by the event, was one of pleasure.",0.420,0.061,0.679,0.302
"""Let me see some tenderness connected with a death,"" said Scrooge; ""or that dark chamber, Spirit, which we left just now, will be for ever present to me.",0.481,0.671,0.040,0.123
"The Ghost conducted him through several streets familiar to his feet; and, as they went along, Scrooge looked here and there to find himself, but nowhere was he to be seen.",0.260,0.939,0.938,0.078
The mother and her daughters were engaged in sewing.,0.196,0.613,0.190,0.097
But surely they were very quiet!,0.076,0.712,0.338,0.028
"""'And he took a child, and set him in the midst of them.'""",0.921,0.732,0.522,0.692
Where had Scrooge heard those words?,0.385,0.960,0.037,0.901
"The boy must have read them out, as he and the Spirit crossed the threshold.",0.763,0.288,0.970,0.354
"The mother laid her work upon the table, and put her hand up to her face.",0.446,0.959,0.918,0.358
"""The colour hurts my eyes,"" she said.",0.669,0.595,0.160,0.515
"""It makes them weak by candle-light; and I wouldn't show weak eyes to your father, when he comes home, for the world.",0.855,0.571,0.904,0.345
"""Past it rather,"" Peter answered, shutting up his book. """,0.008,0.678,0.317,0.120
They were very quiet again.,0.039,0.635,0.045,0.019
"At last she said, and in a steady, cheerful voice, that only faltered once:",0.125,0.098,0.006,0.027
"""But he was very light to carry,"" she resumed, intent upon her work, ""and his father loved him so, that it was no trouble: no trouble.",0.088,0.122,0.990,0.204
"She hurried out to meet him; and little Bob in his comforter--he had need of it, poor fellow--came in.",0.294,0.251,0.473,0.293
"His tea was ready for him on the hob, and they all tried who should help him to it most.",0.105,0.347,0.752,0.125
"Then the two young Cratchits got upon his knees, and laid, each child, a little cheek against his face, as if they said, ""Don't mind it, father.",0.363,0.479,0.857,0.120
"Bob was very cheerful with them, and spoke pleasantly to all the family.",0.743,0.250,0.402,0.351
"He looked at the work upon the table, and praised the industry and speed of Mrs. Cratchit and the girls.",0.320,0.775,0.672,0.017
"They would be done long before Sunday, he said.",0.330,0.077,0.180,0.192
"You went to-day, then, Robert?"" said his wife.",0.879,0.758,0.539,0.300
"""Yes, my dear,"" returned Bob.",0.550,0.028,0.946,0.233
"""I wish you could have gone.",0.123,0.339,0.251,0.191
It would have done you good to see how green a place it is.,0.086,0.833,0.401,0.405
I promised him that I would walk there on a Sunday.,0.559,0.577,0.145,0.511
"If he could have helped it, he and his child would have been farther apart, perhaps, than they were.",0.310,0.215,0.201,0.032
"He left the room, and went up-stairs into the room above, which was lighted cheerfully, and hung with Christmas.",0.991,0.374,0.989,0.153
"There was a chair set close beside the child, and there were signs of some one having been there lately.",0.546,0.256,0.654,0.139
"Poor Bob sat down in it, and, when he had thought a little and composed himself, he kissed the little face.",0.351,0.201,0.830,0.384
"He was reconciled to what had happened, and went down again quite happy.",0.702,0.312,0.958,0.035
"They drew about the fire, and talked; the girls and mother working still.",0.008,0.308,0.117,0.334
"Bob told them of the extraordinary kindness of Mr. Scrooge's nephew, whom he had scarcely seen but once, and who, meeting him in the street that day, and seeing that he looked a little--""just a little down, you know,"" said Bob, inquired what had happened to distress him.",0.158,0.169,0.517,0.055
"""On which,"" said Bob, ""for he is the pleasantest-spoken gentleman you ever heard, I told him. '",0.422,0.490,0.028,0.380
"I am heartily sorry for it, Mr. Cratchit,' he said, 'and heartily sorry for your good wife.'",0.286,0.782,0.098,0.315
"""Why, that you were a good wife,"" replied Bob.",0.422,0.585,0.099,0.178
"""I hope they do. '",0.114,0.205,0.040,0.068
"Heartily sorry,' he said, 'for your good wife.",0.596,0.668,0.086,0.473
"If I can be of service to you in any way,' he said, giving me his card, 'that's where I live.",0.331,0.358,0.070,0.229
"Now, it wasn't,"" cried Bob, ""for the sake of anything he might be able to do for us, so much as for his kind way, that this was quite delightful.",0.089,0.179,0.892,0.032
"It really seemed as if he had known our Tiny Tim, and felt with us.""",0.132,0.920,0.656,0.151
"""I'm sure he's a good soul!"" said Mrs. Cratchit.",0.820,0.658,0.197,0.242
"""You would be sure of it, my dear,"" returned Bob, ""if you saw and spoke to him.",0.302,0.395,0.917,0.224
"I shouldn't be at all surprised--mark what I say!--if he got Peter a better situation.""  ""Only hear that, Peter,"" said Mrs. Cratchit.",0.642,0.396,0.432,0.066
"""And then,"" cried one of the girls, ""Peter will be keeping company with some one, and setting up for himself.""",0.104,0.290,0.644,0.362
"""Get along with you!"" retorted Peter, grinning.",0.896,0.195,0.680,0.029
"""It's just as likely as not,"" said Bob, ""one of these days; though there's plenty of time for that, my dear.",0.738,0.756,0.673,0.326
"But, however and whenever we part from one another, I am sure we shall none of us forget poor Tiny Tim--shall we--or this first parting that there was among us?""",0.825,0.217,0.454,0.034
"""And I know,"" said Bob, ""I know, my dears, that when we recollect how patient and how mild he was, although he was a little, little child, we shall not quarrel easily among ourselves, and forget poor Tiny Tim in doing it.""",0.201,0.073,0.618,0.115
"""I am very happy,"" said little Bob, ""I am very happy!""",0.235,0.774,0.430,0.521
"Spirit of Tiny Tim, thy childish essence was from God!",0.888,0.074,0.670,0.321
"""Spectre,"" said Scrooge, ""something informs me that our parting moment is at hand.",0.409,0.848,0.427,0.072
"Tell me what man that was whom we saw lying dead?""",0.004,0.719,0.922,0.336
"To Come conveyed him, as before--though at a different time, he thought: indeed, there seemed no order in these latter visions, save that they were in the Future--into the resorts of business men, but showed him not himself.",0.090,0.627,0.991,0.015
"Indeed, the Spirit did not stay for anything, but went straight on, as to the end just now desired, until besought by Scrooge to tarry for a moment.",0.274,0.730,0.846,0.029
"""This court,"" said Scrooge, ""through which we hurry now, is where my place of occupation is, and has been for a length of time.",0.753,0.803,0.367,0.449
"Let me behold what I shall be in days to come.""",0.684,0.042,0.095,0.323
The Spirit stopped; the hand was pointed elsewhere.,0.226,0.238,0.923,0.426
"""Why do you point away?""",0.477,0.092,0.542,0.031
"Scrooge hastened to the window of his office, and looked in.",0.338,0.860,0.391,0.192
"He joined it once again, and, wondering why and whither he had gone, accompanied it until they reached an iron gate.",0.079,0.190,0.279,0.059
"Here, then, the wretched man, whose name he had now to learn, lay underneath the ground.",0.374,0.825,0.972,0.149
It was a worthy place.,0.650,0.466,0.816,0.502
"Walled in by houses; overrun by grass and weeds, the growth of vegetation's death, not life; choked up with too much burying; fat with repleted appetite.",0.126,0.142,0.842,0.202
"The Spirit stood among the graves, and pointed down to One.",0.801,0.209,0.729,0.186
He advanced towards it trembling.,0.497,0.409,0.938,0.325
"""Before I draw nearer to that stone to which you point,"" said Scrooge, ""answer me one question.",0.784,0.774,0.960,0.356
"Are these the shadows of the things that Will be, or are they shadows of the things that May be only?""",0.455,0.503,0.239,0.241
Still the Ghost pointed downward to the grave by which it stood.,0.481,0.239,0.277,0.212
"""Men's courses will foreshadow certain ends, to which, if persevered in, they must lead,"" said Scrooge.",0.758,0.973,0.523,0.202
"""But if the courses be departed from, the ends will change.",0.260,0.259,0.927,0.365
The Spirit was immovable as ever.,0.614,0.233,0.132,0.516
"Scrooge crept towards it, trembling as he went; and, following the finger, read upon the stone of the neglected grave his own name, EBENEZER SCROOGE.",0.116,0.731,0.935,0.116
"he cried, tight clutching at its robe, ""hear me!",0.601,0.261,0.293,0.008
"Why show me this, if I am past all hope?""",0.077,0.769,0.349,0.193
For the first time the hand appeared to shake.,0.819,0.085,0.322,0.507
"""Good Spirit,"" he pursued, as down upon the ground he fell before it: ""your nature intercedes for me, and pities me.",0.144,0.898,0.968,0.274
"Assure me that I yet may change these shadows you have shown me by an altered life?""",0.040,0.487,0.331,0.494
"""I will honour Christmas in my heart, and try to keep it all the year.",0.230,0.450,0.600,0.096
"I will live in the Past, the Present, and the Future.",0.165,0.920,0.168,0.229
The Spirits of all Three shall strive within me.,0.393,0.072,0.683,0.356
I will not shut out the lessons that they teach.,0.695,0.357,0.532,0.304
"Oh, tell me I may sponge away the writing on this stone!""",0.075,0.257,0.918,0.332
"In his agony, he caught the spectral hand.",0.173,0.890,0.677,0.966
"It sought to free itself, but he was strong in his entreaty, and detained it.",0.282,0.482,0.446,0.415
"The Spirit, stronger yet, repulsed him.",0.256,0.856,0.468,0.468
Holding up his hands in a last prayer to have his fate reversed,0.450,0.804,0.006,0.346
"It shrunk, collapsed, and dwindled down into a bedpost.",0.703,0.137,0.733,0.403
"The bed was his own, the room was his own.",0.502,0.737,0.884,0.113
"Best and happiest of all, the Time before him was his own, to make amends in!",0.645,0.563,0.933,0.199
"""I will live in the Past, the Present, and the Future!""",0.165,0.920,0.168,0.229
"Scrooge repeated as he scrambled out of bed. """,0.787,0.528,0.313,0.451
The Spirits of all Three shall strive within me.,0.393,0.072,0.683,0.356
"He was so fluttered and so glowing with his good intentions, that his broken voice would scarcely answer to his call.",0.761,0.686,0.499,0.113
"He had been sobbing violently in his conflict with the Spirit, and his face was wet with tears.",0.471,0.410,0.857,0.420
"""They are not torn down,"" cried Scrooge, folding one of his bed-curtains in his arms, ""they are not torn down, rings and all.",0.656,0.732,0.845,0.184
They are here--I am here--the shadows of the things that would have been may be dispelled.,0.281,0.666,0.505,0.471
"His hands were busy with his garments all this time; turning them inside out, putting them on upside down, tearing them, mislaying them, making them parties to every kind of extravagance.",0.358,0.528,0.860,0.336
"""I don't know what to do!"" cried Scrooge, laughing and crying in the same breath; and making a perfect Laoco̦n of himself with his stockings.",0.316,0.408,0.711,0.130
"""I am as light as a feather, I am as happy as an angel, I am as merry as a school-boy.",0.100,0.881,0.911,0.630
A merry Christmas to everybody!,0.839,0.865,0.671,0.493
A happy New Year to all the world!,0.160,0.600,0.918,0.257
"He had frisked into the sitting-room, and was now standing there: perfectly winded.",0.283,0.207,0.532,0.095
"""There's the saucepan that the gruel was in!"" cried Scrooge, starting off again, and going round the fire-place.",0.131,0.936,0.344,0.273
There's the window where I saw the wandering Spirits!,0.422,0.856,0.252,0.828
"It's all right, it's all true, it all happened.",0.039,0.137,0.816,0.029
"Really, for a man who had been out of practice for so many years, it was a splendid laugh, a most illustrious laugh.",0.873,0.036,0.644,0.485
"The father of a long, long line of brilliant laughs!",0.695,0.329,0.925,0.487
"""I don't know what day of the month it is,"" said Scrooge.",0.449,0.550,0.399,0.451
"""I don't know how long I have been among the Spirits.",0.790,0.306,0.142,0.338
I'd rather be a baby.,0.271,0.111,0.060,0.350
He was checked in his transports by the churches ringing out the lustiest peals he had ever heard.,0.863,0.484,0.217,0.570
"Clash, clash, hammer; ding, dong, bell!",0.918,0.104,0.413,0.906
"Bell, dong, ding; hammer, clang, clash!",0.809,0.060,0.716,0.899
"Running to the window, he opened it, and put out his head.",0.014,0.583,0.212,0.494
"No fog, no mist; clear, bright, jovial, stirring, cold; cold, piping for the blood to dance to; Golden sun-light; Heavenly sky; sweet fresh air; merry bells.",0.211,0.821,0.370,0.123
"""What's to-day?"" cried Scrooge, calling downward to a boy in Sunday clothes, who perhaps had loitered in to look about him.",0.434,0.140,0.543,0.642
"""EH?"" returned the boy with all his might of wonder.",0.577,0.342,0.856,0.262
"""What's to-day, my fine fellow?"" said Scrooge.",0.552,0.666,0.198,0.219
"""  ""It's Christmas Day!"" said Scrooge to himself.",0.543,0.651,0.601,0.478
The Spirits have done it all in one night.,0.412,0.276,0.763,0.353
"""Do you know the Poulterer's in the next street but one, at the corner?""",0.503,0.283,0.978,0.018
"""I should hope I did,"" replied the lad.",0.767,0.429,0.052,0.510
"Do you know whether they've sold the prize Turkey that was hanging up there?--Not the little prize Turkey: the big one?""",0.377,0.360,0.949,0.215
"""What a delightful boy!"" said Scrooge.",0.208,0.030,0.407,0.408
"""It's a pleasure to talk to him.",0.451,0.858,0.703,0.356
"Go and buy it, and tell 'em to bring it here, that I may give them the directions where to take it.",0.470,0.587,0.259,0.431
"Come back with the man, and I'll give you a shilling.",0.497,0.045,0.318,0.468
"Come back with him in less than five minutes, and I'll give you half-a-crown!""",0.540,0.534,0.598,0.323
"""I'll send it to Bob Cratchit's,"" whispered Scrooge, rubbing his hands, and splitting with a laugh.",0.445,0.266,0.078,0.236
He shan't know who sends it.,0.189,0.135,0.624,0.427
"Joe Miller never made such a joke as sending it to Bob's will be!""",0.505,0.838,0.389,0.261
"The hand in which he wrote the address was not a steady one; but write it he did, somehow, and went down-stairs to open the street-door, ready for the coming of the poulterer's man.",0.819,0.688,0.989,0.179
"As he stood there, waiting his arrival, the knocker caught his eye.",0.409,0.453,0.414,0.814
"""I shall love it as long as I live!"" cried Scrooge, patting it with his hand.",0.590,0.654,0.633,0.709
What an honest expression it has in its face!,0.553,0.642,0.125,0.506
"He never could have stood upon his legs, that bird.",0.253,0.291,0.829,0.211
"He would have snapped 'em short off in a minute, like sticks of sealing-wax.",0.126,0.732,0.044,0.268
"""Why, it's impossible to carry that to Camden Town,"" said Scrooge.",0.016,0.214,0.465,0.338
"The chuckle with which he said this, and the chuckle with which he paid for the Turkey, and the chuckle with which he paid for the cab, and the chuckle with which he recompensed the boy, were only to be exceeded by the chuckle with which he sat down breathless in his chair again, and chuckled till he cried.",0.606,0.212,0.578,0.131
"Shaving was not an easy task, for his hand continued to shake very much; and shaving requires attention, even when you don't dance while you are at it.",0.166,0.861,0.576,0.093
"But, if he had cut the end of his nose off, he would have put a piece of sticking-plaster over it, and been quite satisfied.",0.198,0.539,0.894,0.405
"He dressed himself ""all in his best,"" and at last got out into the streets.",0.590,0.746,0.906,0.026
"The people were by this time pouring forth, as he had seen them with the Ghost of Christmas Present; and, walking with his hands behind him, Scrooge regarded every one with a delighted smile.",0.272,0.414,0.517,0.228
"He looked so irresistibly pleasant, in a word, that three or four good-humoured fellows said, ""Good morning, sir!",0.398,0.205,0.977,0.062
"A merry Christmas to you!""",0.797,0.805,0.829,0.241
"And Scrooge said often afterwards that, of all the blithe sounds he had ever heard, those were the blithest in his ears.",0.431,0.540,0.045,0.140
"He had not gone far when, coming on towards him, he beheld the portly gentleman who had walked into his counting-house the day before, and said, ""Scrooge and Marley's, I believe?",0.623,0.317,0.922,0.185
""" It sent a pang across his heart to think how this old gentleman would look upon him when they met; but he knew what path lay straight before him, and he took it.",0.225,0.642,0.987,0.089
I hope you succeeded yesterday.,0.565,0.543,0.139,0.402
It was very kind of you.,0.593,0.489,0.513,0.222
"A merry Christmas to you, sir!""",0.814,0.847,0.940,0.238
"""That is my name, and I fear it may not be pleasant to you.",0.620,0.160,0.317,0.564
Allow me to ask your pardon.,0.067,0.435,0.484,0.225
"""Lord bless me!"" cried the gentleman, as if his breath were taken away.",0.576,0.491,0.354,0.242
"""If you please,"" said Scrooge.",0.248,0.309,0.235,0.260
"A great many back-payments are included in it, I assure you.",0.423,0.755,0.679,0.303
"Will you do me that favour?""",0.313,0.437,0.349,0.021
"""My dear sir,"" said the other, shaking hands with him, ""I don't know what to say to such munifi----""  ""Don't say anything, please,"" retorted Scrooge.",0.558,0.652,0.365,0.164
And it was clear he meant to do it.,0.065,0.253,0.554,0.074
"He went to church, and walked about the streets, and watched the people hurrying to and fro, and patted the children on the head, and questioned beggars, and looked down into the kitchens of houses, and up to the windows; and found that everything could yield him pleasure.",0.427,0.215,0.975,0.118
He had never dreamed that any walk--that anything--could give him so much happiness.,0.076,0.749,0.320,0.081
He passed the door a dozen times before he had the courage to go up and knock.,0.935,0.287,0.182,0.369
"But he made a dash, and did it.",0.031,0.514,0.147,0.420
"""Is your master at home, my dear?"" said Scrooge to the girl.",0.461,0.752,0.134,0.023
"""Yes sir.""  ""Where is he, my love?"" said Scrooge.",0.238,0.326,0.869,0.526
"I'll show you up-stairs, if you please.""  ""Thankee.",0.332,0.407,0.037,0.125
"He turned it gently, and sidled his face in round the door.",0.638,0.709,0.071,0.513
"They were looking at the table (which was spread out in great array); for these young housekeepers are always nervous on such points, and like to see that everything is right.",0.042,0.655,0.944,0.017
"Dear heart alive, how his niece by marriage started!",0.583,0.399,0.884,0.108
"Scrooge had forgotten, for the moment, about her sitting in the corner with the footstool, or he wouldn't have done it on any account.",0.154,0.575,0.446,0.201
"""Why, bless my soul!"" cried Fred, ""who's that?""",0.091,0.429,0.724,0.035
"Will you let me in, Fred?""",0.125,0.146,0.224,0.116
It is a mercy he didn't shake his arm off.,0.363,0.634,0.318,0.368
He was at home in five minutes.,0.878,0.140,0.791,0.007
"Wonderful party, wonderful games, wonderful unanimity, won-der-ful happiness!",0.719,0.011,0.993,0.433
"If he could only be there first, and catch Bob Cratchit coming late!",0.162,0.727,0.080,0.049
That was the thing he had set his heart upon.,0.776,0.432,0.975,0.104
"And he did it; yes, he did!",0.092,0.266,0.438,0.351
He was full eighteen minutes and a half behind his time.,0.910,0.375,0.562,0.312
"Scrooge sat with his door wide open, that he might see him come into the tank.",0.950,0.692,0.348,0.302
His hat was off before he opened the door; his comforter too.,0.514,0.574,0.640,0.202
"He was on his stool in a jiffy; driving away with his pen, as if he were trying to overtake nine o'clock.",0.192,0.453,0.580,0.144
"""Hallo!"" growled Scrooge in his accustomed voice as near as he could feign it.",0.022,0.837,0.367,0.628
"""What do you mean by coming here at this time of day?""",0.591,0.478,0.833,0.006
"""I am very sorry, sir,"" said Bob.",0.361,0.757,0.612,0.278
"""I _am_ behind my time.""",0.606,0.505,0.638,0.558
"Step this way, sir, if you please.",0.516,0.504,0.950,0.270
"""  ""It's only once a year, sir,"" pleaded Bob, appearing from the tank.",0.402,0.398,0.904,0.251
"I was making rather merry yesterday, sir.""",0.071,0.824,0.920,0.206
"""Now, I'll tell you what, my friend,"" said Scrooge.",0.643,0.892,0.144,0.205
"""I am not going to stand this sort of thing any longer.",0.330,0.598,0.374,0.107
"And therefore,"" he continued, leaping from his stool, and giving Bob such a dig in the waistcoat that he staggered back into the tank again: ""and therefore I am about to raise your salary!""",0.888,0.947,0.935,0.263
"Bob trembled, and got a little nearer to the ruler.",0.568,0.392,0.390,0.190
"He had a momentary idea of knocking Scrooge down with it, holding him, and calling to the people in the court for help and a strait-waistcoat.",0.365,0.193,0.540,0.187
"""A merry Christmas, Bob!"" said Scrooge with an earnestness that could not be mistaken, as he clapped him on the back.",0.096,0.870,0.840,0.352
"A merrier Christmas, Bob, my good fellow, than I have given you for many a year!",0.381,0.419,0.683,0.197
"I'll raise your salary, and endeavour to assist your struggling family, and we will discuss your affairs this very afternoon, over a Christmas bowl of smoking bishop, Bob!",0.167,0.818,0.003,0.182
"Make up the fires and buy another coal-scuttle before you dot another i, Bob Cratchit!""",0.826,0.236,0.291,0.300
Scrooge was better than his word.,0.515,0.469,0.962,0.341
"He became as good a friend, as good a master, and as good a man as the good old City knew, or any other good old city, town, or borough in the good old world.",0.301,0.783,0.653,0.406
"Some people laughed to see the alteration in him, but he let them laugh, and little heeded them; for he was wise enough to know that nothing ever happened on this globe, for good, at which some people did not have their fill of laughter in the outset; and, knowing that such as these would be blind anyway, he thought it quite as well that they should wrinkle up their eyes in grins as have the malady in less attractive forms.",0.961,0.184,0.857,0.424
His own heart laughed: and that was quite enough for him.,0.119,0.583,0.959,0.051
"He had no further intercourse with Spirits, but lived upon the Total-Abstinence Principle ever afterwards; and it was always said of him that he knew how to keep Christmas well, if any man alive possessed the knowledge.",0.730,0.909,0.188,0.213
"May that be truly said of us, and all of us!",0.924,0.248,0.277,0.128
", as Tiny Tim observed, God bless Us, Every One!",0.814,0.128,0.706,0.086
